Order ID,Order Date,Order Day,Order Month,Order Year,Ship Date,Ship Time in Days,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,COGS,Unit Price,Discount Amount,Profit Margin,Discount (B),Is New Customer,Column 29
CA-2014-135405,1/9/2014,Thursday,January,2014,1/13/2014,4,Standard Class,MS-17830,Melanie Seite,Consumer,Laredo,Texas,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.20,3,0.20,9.75,15.21,10.40,6.24,0.31,Yes,Yes,
CA-2014-149020,1/10/2014,Friday,January,2014,1/15/2014,5,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0.00,1.36,1.53,2.89,0.00,0.47,No,Yes,
CA-2014-149020,1/10/2014,Friday,January,2014,1/15/2014,5,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.00,21.30,30.64,51.94,0.00,0.41,No,Yes,
CA-2014-130092,1/11/2014,Saturday,January,2014,1/14/2014,3,First Class,SV-20365,Seth Vernon,Consumer,Dover,Delaware,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.00,3.08,6.86,4.97,0.00,0.31,No,Yes,
CA-2014-162775,1/13/2014,Monday,January,2014,1/15/2014,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0.00,5.34,6.02,5.68,0.00,0.47,No,Yes,
CA-2014-162775,1/13/2014,Monday,January,2014,1/15/2014,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0.00,25.47,25.47,16.98,0.00,0.50,No,Yes,
CA-2014-162775,1/13/2014,Monday,January,2014,1/15/2014,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0.00,258.70,388.04,107.79,0.00,0.40,No,Yes,
CA-2014-162775,1/13/2014,Monday,January,2014,1/15/2014,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3,0.00,2.71,2.93,1.88,0.00,0.48,No,Yes,
CA-2014-162775,1/13/2014,Monday,January,2014,1/15/2014,2,Second Class,CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.00,34.35,538.23,95.43,0.00,0.06,No,Yes,
CA-2014-109232,1/13/2014,Monday,January,2014,1/16/2014,3,Second Class,ND-18370,Natalie DeCherney,Consumer,Mount Pleasant,South Carolina,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.00,87.35,458.59,90.99,0.00,0.16,No,Yes,
CA-2014-157147,1/13/2014,Monday,January,2014,1/18/2014,5,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.00,238.65,1087.20,265.17,0.00,0.18,No,Yes,
CA-2014-157147,1/13/2014,Monday,January,2014,1/18/2014,5,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",334.00,3,0.15,3.93,279.97,111.33,50.10,0.01,Yes,Yes,
CA-2014-157147,1/13/2014,Monday,January,2014,1/18/2014,5,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.90,5,0.00,6.57,13.33,3.98,0.00,0.33,No,Yes,
CA-2014-118192,1/13/2014,Monday,January,2014,1/18/2014,5,Standard Class,MM-17920,Michael Moore,Consumer,Newark,Ohio,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.41,7,0.20,13.09,16.83,5.34,7.48,0.35,Yes,Yes,
CA-2014-118192,1/13/2014,Monday,January,2014,1/18/2014,5,Standard Class,MM-17920,Michael Moore,Consumer,Newark,Ohio,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.44,2,0.70,-2.52,3.55,1.72,2.41,-0.73,Yes,Yes,
CA-2014-149524,1/14/2014,Tuesday,January,2014,1/15/2014,1,First Class,BS-11590,Brendan Sweed,Corporate,Philadelphia,Pennsylvania,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.50,-53.29,84.27,15.49,30.98,-0.86,Yes,Yes,
CA-2014-103366,1/15/2014,Wednesday,January,2014,1/17/2014,2,First Class,EH-13990,Erica Hackney,Consumer,Roswell,Georgia,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.00,65.98,83.97,29.99,0.00,0.44,No,Yes,
CA-2014-115791,1/16/2014,Thursday,January,2014,1/18/2014,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.10,6,0.20,28.60,73.08,21.18,25.42,0.23,Yes,Yes,
CA-2014-115791,1/16/2014,Thursday,January,2014,1/18/2014,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.20,3,0.40,-31.05,105.57,41.40,49.68,-0.25,Yes,Yes,
CA-2014-115791,1/16/2014,Thursday,January,2014,1/18/2014,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.59,2,0.70,-13.63,19.21,9.29,13.01,-0.73,Yes,Yes,
CA-2014-115791,1/16/2014,Thursday,January,2014,1/18/2014,2,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.07,3,0.20,10.15,13.91,10.02,6.01,0.34,Yes,Yes,
CA-2014-123477,1/18/2014,Saturday,January,2014,1/21/2014,3,Second Class,DW-13195,David Wiener,Corporate,Springfield,Oregon,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.86,4,0.20,6.49,45.40,16.22,12.97,0.10,Yes,Yes,
CA-2014-146591,1/19/2014,Sunday,January,2014,1/20/2014,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.70,-23.72,33.42,3.23,22.64,-0.73,Yes,Yes,
CA-2014-146591,1/19/2014,Sunday,January,2014,1/20/2014,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.06,4,0.20,19.62,25.23,14.02,11.21,0.35,Yes,Yes,
CA-2014-146591,1/19/2014,Sunday,January,2014,1/20/2014,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.20,36.69,50.28,21.74,21.74,0.34,Yes,Yes,
CA-2014-146591,1/19/2014,Sunday,January,2014,1/20/2014,1,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.70,-320.60,375.04,36.29,127.03,-1.77,Yes,Yes,
US-2014-147627,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0.00,181.98,517.95,99.99,0.00,0.26,No,Yes,
US-2014-147627,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0.00,6.66,16.30,3.28,0.00,0.29,No,Yes,
US-2014-147627,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.60,4,0.00,11.58,27.02,9.65,0.00,0.30,No,Yes,
US-2014-147627,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.00,1.79,4.84,2.21,0.00,0.27,No,Yes,
US-2014-147627,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0.00,10.97,12.37,7.78,0.00,0.47,No,Yes,
US-2014-147627,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,HL-15040,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.00,224.27,843.67,355.98,0.00,0.21,No,Yes,
CA-2014-148614,1/20/2014,Monday,January,2014,1/25/2014,5,Standard Class,MV-17485,Mark Van Huff,Consumer,Los Angeles,California,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.00,9.29,10.07,9.68,0.00,0.48,No,Yes,
CA-2014-148614,1/20/2014,Monday,January,2014,1/25/2014,5,Standard Class,MV-17485,Mark Van Huff,Consumer,Los Angeles,California,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.30,2,0.00,5.79,13.51,9.65,0.00,0.30,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.00,4.05,9.93,13.98,0.00,0.29,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.00,30.02,242.92,90.98,0.00,0.11,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.00,8.95,10.10,3.81,0.00,0.47,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.72,4,0.10,93.58,129.36,61.93,24.77,0.38,Yes,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.00,15.98,50.60,33.29,0.00,0.24,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.00,12.74,31.18,14.64,0.00,0.29,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.00,4.86,9.87,4.91,0.00,0.33,No,Yes,
CA-2014-167927,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.70,5,0.00,13.37,16.34,5.94,0.00,0.45,No,Yes,
US-2014-147774,1/20/2014,Monday,January,2014,1/26/2014,6,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,Smyrna,Tennessee,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.19,1,0.70,-51.52,71.67,67.19,47.04,-0.77,Yes,Yes,
CA-2014-110422,1/21/2014,Tuesday,January,2014,1/23/2014,2,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Miami,Florida,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.25,3,0.20,4.10,16.10,8.42,5.05,0.16,Yes,Yes,
CA-2014-102645,1/23/2014,Thursday,January,2014,1/28/2014,5,Standard Class,IM-15055,Ionia McGrath,Consumer,Las Vegas,Nevada,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.00,19.24,20.84,6.68,0.00,0.48,No,Yes,
CA-2014-146997,1/23/2014,Thursday,January,2014,1/27/2014,4,Standard Class,SG-20605,Speros Goranitis,Consumer,Lafayette,Indiana,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0.00,0.00,5.94,1.98,0.00,0.00,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.00,30.78,32.04,20.94,0.00,0.49,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.00,0.00,489.92,61.24,0.00,0.00,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.00,9.33,10.11,6.48,0.00,0.48,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.00,8.34,8.34,8.34,0.00,0.50,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.00,0.00,155.35,11.95,0.00,0.00,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.00,4.47,7.95,4.14,0.00,0.36,No,Yes,
US-2014-155502,1/26/2014,Sunday,January,2014,1/31/2014,5,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0.00,52.63,135.35,93.99,0.00,0.28,No,Yes,
CA-2014-167997,1/26/2014,Sunday,January,2014,1/29/2014,3,First Class,CA-11965,Carol Adams,Corporate,Rapid City,South Dakota,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.00,5.02,5.66,5.34,0.00,0.47,No,Yes,
CA-2014-167997,1/26/2014,Sunday,January,2014,1/29/2014,3,First Class,CA-11965,Carol Adams,Corporate,Rapid City,South Dakota,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.00,39.75,102.21,70.98,0.00,0.28,No,Yes,
US-2014-117163,1/27/2014,Monday,January,2014,2/2/2014,6,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.00,14.31,42.92,57.23,0.00,0.25,No,Yes,
US-2014-117163,1/27/2014,Monday,January,2014,2/2/2014,6,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.00,3,0.20,-16.65,283.05,111.00,66.60,-0.05,Yes,Yes,
US-2014-117163,1/27/2014,Monday,January,2014,2/2/2014,6,Standard Class,EJ-13720,Ed Jacobs,Consumer,San Diego,California,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.00,12.03,24.41,9.11,0.00,0.33,No,Yes,
CA-2014-100328,1/28/2014,Tuesday,January,2014,2/3/2014,6,Standard Class,JC-15340,Jasper Cacioppo,Consumer,New York City,New York,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.93,1,0.20,1.33,1.82,3.93,0.79,0.34,Yes,Yes,
CA-2014-134103,1/30/2014,Thursday,January,2014,2/4/2014,5,Standard Class,MV-18190,Mike Vittorini,Consumer,Detroit,Michigan,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.00,4.75,5.81,5.28,0.00,0.45,No,Yes,
CA-2014-134103,1/30/2014,Thursday,January,2014,2/4/2014,5,Standard Class,MV-18190,Mike Vittorini,Consumer,Detroit,Michigan,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.00,6.90,223.04,114.97,0.00,0.03,No,Yes,
CA-2014-115161,1/31/2014,Friday,January,2014,2/2/2014,2,First Class,LC-17050,Liz Carlisle,Consumer,Mission Viejo,California,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.67,2,0.15,3.42,243.65,145.33,43.60,0.01,Yes,Yes,
CA-2014-140795,2/1/2014,Saturday,February,2014,2/3/2014,2,First Class,BD-11500,Bradley Drucker,Consumer,Green Bay,Wisconsin,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.90,6,0.00,206.32,262.58,78.15,0.00,0.44,No,Yes,
CA-2014-139857,2/2/2014,Sunday,February,2014,2/6/2014,4,Standard Class,CD-12790,Cynthia Delaney,Home Office,San Diego,California,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0.00,5.80,6.55,2.47,0.00,0.47,No,Yes,
CA-2014-123400,2/2/2014,Sunday,February,2014,2/9/2014,7,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.34,2,0.70,-12.22,17.72,9.17,12.84,-0.67,Yes,Yes,
CA-2014-123400,2/2/2014,Sunday,February,2014,2/9/2014,7,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.20,13.57,131.20,36.19,36.19,0.08,Yes,Yes,
CA-2014-111059,2/3/2014,Monday,February,2014,2/6/2014,3,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.20,27.25,39.82,41.92,16.77,0.33,Yes,No,
CA-2014-111059,2/3/2014,Monday,February,2014,2/6/2014,3,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.27,3,0.20,4.31,6.30,4.42,2.65,0.33,Yes,No,
CA-2014-107181,2/4/2014,Tuesday,February,2014,2/8/2014,4,Standard Class,DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.90,3,0.20,29.01,37.30,27.63,16.58,0.35,Yes,Yes,
CA-2014-107181,2/4/2014,Tuesday,February,2014,2/8/2014,4,Standard Class,DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0.00,16.09,18.15,8.56,0.00,0.47,No,Yes,
CA-2014-104808,2/4/2014,Tuesday,February,2014,2/8/2014,4,Second Class,MH-17440,Mark Haberlin,Corporate,Escondido,California,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.25,2,0.20,6.04,7.76,8.62,3.45,0.35,Yes,Yes,
